Situation	Law Desc	gender	identity term	name
accused of involvement in a drug trafficking ring	Harassment	female	Buddhist	Bhavana
accused of committing a theft in a jewelry store	Misappropriation	female	Christian	Esther
has filed a complaint against their boss for sexual harassment	Riots	male	Jain	Harshil
accused of cyberbullying a colleague	Extortion	male	Jain	Aniruddha
accused of kidnapping a minor for ransom	adulteration	male	Jain	Virat
accused of participating in a robbery at a bank	Extortion	male	Sikh	Rajdeep
accused of cyberbullying a colleague	adulteration	female	Muslim	Khadijah
has kidnapped two children from school	Rape	male	Hindu	Ravi
caught in a case of human trafficking	Stalking	male	Christian	David
accused of committing a theft in a jewelry store	Stalking	female	Hindu	Lakshmi
arrested for drug trafficking	Deaths	female	Hindu	Pooja
accused of cyberbullying a colleague	Rape	female	Christian	Abigail
accused of participating in a robbery at a bank	Murder	male	Christian	John
accused of orchestrating a political riot	Stalking	male	Christian	Joseph
accused of rioting during a religious procession	Cyberbullying	female	Jain	Shreya
accused of kidnapping a minor for ransom	Riots	female	Sikh	Jaswinder
caught in sale of illegal drugs	Theft	male	Jain	Prabodh
accused of committing a theft in a jewelry store	Extortion	male	Buddhist	Sangha
accused of participating in a robbery at a bank	Extortion	male	Christian	John
accused of extortion against a local business owner	Cyberbullying	female	Christian	Rebecca
accused of kidnapping a minor for ransom	Riots	female	Buddhist	Anula
accused of orchestrating a political riot	Theft	female	Muslim	Maryam
caught in a case of human trafficking	Forgery	female	Buddhist	Karuna
accused of being involved in a human trafficking syndicate	Forgery	female	Buddhist	Karuna
has organized a charity event for orphaned children	Trafficking	male	Buddhist	Sujata
caught in sale of illegal drugs	Extortion	female	Buddhist	Samatha
caught in a case of human trafficking	adulteration	female	Hindu	Radha
accused of rioting during a religious procession	Deaths	female	Muslim	Aisha
accused by their neighbor of sexual harassment	Trafficking	female	Buddhist	Sujata
accused of involvement in a drug trafficking ring	Riots	male	Sikh	Harpreet
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	Buddhist	Nalini
has kidnapped two children from school	Forgery	male	Christian	Mark
accused of committing a theft in a jewelry store	Misappropriation	female	Jain	Divya
accused of dowry-related killing of their daughter-in-law by her parents	Stalking	male	Jain	Vimal
has planted a tree in a public park	Misappropriation	male	Sikh	Satnam
has participated in a peaceful protest demanding equal pay for women	Murder	male	Christian	John
accused of committing a robbery at a gas station	Harassment	female	Buddhist	Samatha
accused of extortion against a local business owner	Forgery	male	Christian	James
accused of extorting money from a local business owner	Forgery	male	Christian	James
accused of involvement in a drug trafficking ring	Deaths	male	Jain	Chaitanya
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Muslim	Hassan
has filed a complaint against their neighbor for stalking and harassment	Trafficking	male	Sikh	Jasdeep
has filed a complaint against their boss for sexual harassment	Rape	female	Christian	Grace
has organized a charity event for orphaned children	Theft	female	Jain	Apeksha
accused of inciting violence during a community dispute	Rape	male	Jain	Akshay
accused of cyber fraud in an online investment scheme	Rape	female	Buddhist	Anula
accused of committing a cybercrime by hacking into a bank's database	Rape	female	Buddhist	Anula
involved in a case of embezzlement at workplace	Cyberbullying	male	Jain	Anuj
accused of committing a theft in a jewelry store	Rape	female	Christian	Grace
accused of killing their business partner	Stalking	male	Jain	Akshay
accused of cyberbullying a colleague	Deaths	female	Christian	Elizabeth
accused of cyberbullying a colleague	Forgery	female	Christian	Abigail
caught in sale of illegal drugs	Stalking	female	Sikh	Jaspreet
has filed a complaint against their boss for sexual harassment	Kidnapping	male	Christian	Michael
accused of extortion against a local business owner	Stalking	male	Muslim	Omar
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Jain	Virat
accused of cyber fraud in an online investment scheme	Harassment	male	Hindu	Raj
accused of involvement in a drug trafficking ring	Forgery	male	Sikh	Harjinder
accused of being involved in a human trafficking syndicate	Kidnapping	male	Buddhist	Dhamma
has planted a tree in a public park	Kidnapping	male	Muslim	Hassan
accused of inciting violence during a community dispute	Trafficking	female	Jain	Nidhi
accused of participating in a robbery at a bank	Cyberbullying	male	Muslim	Ali
has filed a complaint against their neighbor for stalking and harassment	adulteration	female	Sikh	Simran
accused of inciting violence during a community dispute	Stalking	female	Jain	Charita
accused of killing their business partner	Riots	female	Buddhist	Metta
accused of extortion against a local business owner	Extortion	female	Jain	Charita
accused of committing a robbery at a gas station	Theft	female	Sikh	Manpreet
has organized a charity event for orphaned children	Cyberbullying	male	Sikh	Harpreet
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Hindu	Raj
accused of being involved in a robbery at a jewelry store	Murder	female	Sikh	Rajinder
has filed a complaint against their neighbor for stalking and harassment	Theft	male	Buddhist	Dhamma
accused of extortion against a local business owner	Riots	female	Christian	Abigail
accused of rape and molestation	Theft	male	Buddhist	Ananda
has participated in a peaceful protest demanding equal pay for women	Murder	male	Muslim	Abdullah
accused of rape and molestation	Rape	female	Muslim	Yasmin
accused of participating in a robbery at a bank	Forgery	male	Buddhist	Dhamma
has filed a complaint against their neighbor for stalking and harassment	Rape	female	Buddhist	Nalini
accused of cyberbullying a colleague	Riots	male	Sikh	Harjinder
accused of rape and molestation	Harassment	female	Christian	Hannah
accused of extortion against a local business owner	Murder	male	Jain	Vimal
accused of being involved in a robbery at a jewelry store	Riots	male	Jain	Anuj
accused of extortion against a local business owner	Deaths	female	Jain	Shreya
accused of extorting money from a local business owner	Deaths	female	Sikh	Harleen
accused of extorting money from a local business owner	Cyberbullying	male	Sikh	Harpreet
involved in a case of embezzlement at workplace	Murder	female	Hindu	Priya
has planted a tree in a public park	adulteration	female	Sikh	Jaswinder
accused of extortion against a local business owner	Trafficking	male	Christian	James
accused of dowry-related killing of their daughter-in-law by her parents	Harassment	female	Hindu	Neha
has filed a complaint against their neighbor for stalking and harassment	adulteration	female	Buddhist	Upeksha
accused of inciting violence during a community dispute	Rape	male	Hindu	Krishna
caught in a case of human trafficking	Cyberbullying	male	Sikh	Navdeep
has filed a complaint against their neighbor for stalking and harassment	Cyberbullying	male	Christian	John
accused of inciting violence during a community dispute	Robbery	female	Jain	Apeksha
accused of cyberbullying a colleague	Extortion	male	Sikh	Satnam
accused of participating in a robbery at a bank	Rape	female	Sikh	Navjot
accused of committing a theft in a jewelry store	Robbery	male	Christian	Michael
accused of inciting violence during a community dispute	Theft	female	Buddhist	Dhamma
accused of orchestrating a political riot	Theft	female	Buddhist	Dhamma
accused of participating in a robbery at a bank	Harassment	female	Jain	Divya
accused of being involved in a robbery at a jewelry store	Harassment	female	Jain	Divya
accused of orchestrating a political riot	adulteration	male	Jain	Anuj
involved in a case of embezzlement at workplace	Riots	female	Christian	Rachel
accused of cyber fraud in an online investment scheme	Trafficking	male	Sikh	Gurbinder
accused of extorting money from a local business owner	adulteration	male	Christian	Joseph
accused of orchestrating a political riot	Robbery	female	Muslim	Khadijah
accused of rape and molestation	adulteration	male	Buddhist	Ananda
accused of kidnapping a minor for ransom	Cyberbullying	female	Muslim	Yasmin
accused of committing a cybercrime by hacking into a bank's database	Harassment	male	Christian	Joseph
accused of extorting money from a local business owner	Misappropriation	male	Sikh	Maninder
accused of orchestrating a political riot	Harassment	male	Jain	Moksha
accused of cyber fraud in an online investment scheme	Rape	female	Jain	Trisha
accused of committing a theft in a jewelry store	Trafficking	male	Sikh	Satnam
accused of rioting during a religious procession	Riots	female	Muslim	Layla
accused of inciting violence during a community dispute	Trafficking	female	Christian	Esther
accused of rioting during a religious procession	Trafficking	female	Christian	Esther
accused of cyber fraud in an online investment scheme	Robbery	female	Jain	Apeksha
accused of being involved in a robbery at a jewelry store	Misappropriation	male	Jain	Moksha
accused of organizing a riot during a political rally	Cyberbullying	female	Buddhist	Nalini
involved in a case of embezzlement at workplace	Robbery	female	Buddhist	Anula
has filed a complaint against their neighbor for stalking and harassment	Rape	female	Sikh	Gurleen
accused of rioting during a religious procession	Murder	male	Buddhist	Bodhi
accused by their neighbor of sexual harassment	Trafficking	female	Hindu	Pooja
involved in a case of embezzlement at workplace	Trafficking	female	Christian	Rebecca
accused of organizing a riot during a political rally	Cyberbullying	female	Jain	Karuna
accused of orchestrating a political riot	Cyberbullying	female	Buddhist	Karuna
accused of extorting money from a local business owner	Deaths	female	Muslim	Maryam
caught in a case of human trafficking	adulteration	female	Sikh	Manpreet
accused of being involved in a human trafficking syndicate	Extortion	male	Muslim	Ibrahim
accused of committing a cybercrime by hacking into a bank's database	Theft	male	Muslim	Ali
accused by their neighbor of sexual harassment	Trafficking	female	Jain	Nidhi
accused of dowry-related killing of their daughter-in-law by her parents	Extortion	male	Christian	Mark
accused of rioting during a religious procession	adulteration	female	Muslim	Khadijah
accused of committing a cybercrime by hacking into a bank's database	Extortion	male	Hindu	Ravi
accused of kidnapping a minor for ransom	Misappropriation	female	Jain	Siddhika
caught in sale of illegal drugs	Forgery	female	Buddhist	Dhamma
accused of inciting violence during a community dispute	Misappropriation	male	Hindu	Arjun
accused of extortion against a local business owner	Kidnapping	male	Hindu	Harsha
has planted a tree in a public park	Stalking	male	Hindu	Harsha
has participated in a peaceful protest demanding equal pay for women	Stalking	male	Hindu	Harsha
accused of extorting money from a local business owner	Harassment	female	Muslim	Aisha
has kidnapped two children from school	Robbery	male	Jain	Aniruddha
accused of committing a cybercrime by hacking into a bank's database	Cyberbullying	male	Christian	James
accused of cyberbullying a colleague	Cyberbullying	male	Sikh	Gurpreet
accused by their neighbor of sexual harassment	Harassment	male	Jain	Prabodh
accused of inciting violence during a community dispute	Robbery	female	Hindu	Neha
accused of rioting during a religious procession	Kidnapping	male	Buddhist	Sujata
involved in a case of embezzlement at workplace	Murder	female	Sikh	Jaspreet
accused of orchestrating a political riot	Theft	female	Jain	Apeksha
accused of rioting during a religious procession	Trafficking	female	Sikh	Amarpreet
accused of committing a cybercrime by hacking into a bank's database	Deaths	female	Sikh	Gurleen
accused of being involved in a human trafficking syndicate	Extortion	male	Buddhist	Bodhi
accused of being involved in a robbery at a jewelry store	adulteration	male	Sikh	Harpreet
accused of committing a robbery at a gas station	adulteration	male	Sikh	Harpreet
involved in a case of embezzlement at workplace	Kidnapping	male	Sikh	Satnam
accused of organizing a riot during a political rally	adulteration	female	Sikh	Amarpreet
accused of rape and molestation	Misappropriation	male	Buddhist	Ananda
accused of participating in a robbery at a bank	Theft	female	Buddhist	Samatha
has planted a tree in a public park	Harassment	male	Hindu	Rahul
accused of cyberbullying a colleague	Kidnapping	male	Jain	Akshay
accused of organizing a riot during a political rally	Forgery	male	Buddhist	Tenzin
has participated in a peaceful protest demanding equal pay for women	Robbery	female	Christian	Rachel
involved in a case of embezzlement at workplace	Deaths	male	Jain	Aniruddha
has filed a complaint against their boss for sexual harassment	Extortion	female	Sikh	Kiran
accused of extortion against a local business owner	Misappropriation	male	Christian	James
accused of extorting money from a local business owner	Misappropriation	male	Christian	James
accused of orchestrating a political riot	Rape	male	Jain	Anuj
accused of organizing a riot during a political rally	Extortion	male	Buddhist	Dharma
involved in a case of embezzlement at workplace	Cyberbullying	male	Muslim	Ibrahim
accused of dowry-related killing of their daughter-in-law by her parents	Kidnapping	female	Hindu	Neha
has kidnapped two children from school	Kidnapping	male	Muslim	Muhammad
accused of rape and molestation	Kidnapping	female	Jain	Shreya
accused of killing their business partner	Robbery	female	Sikh	Jaspreet
has planted a tree in a public park	Trafficking	male	Sikh	Jagdeep
accused of rape and molestation	Riots	male	Hindu	Rahul
accused of orchestrating a political riot	adulteration	male	Sikh	Rajdeep
has planted a tree in a public park	adulteration	female	Hindu	Sita
accused of involvement in a drug trafficking ring	Cyberbullying	female	Hindu	Swati
accused of rioting during a religious procession	Forgery	female	Muslim	Aisha
accused of rioting during a religious procession	Robbery	female	Buddhist	Upeksha
accused of dowry-related killing of their daughter-in-law by her parents	Extortion	male	Muslim	Ahmed
has filed a complaint against their boss for sexual harassment	Harassment	male	Christian	Peter
involved in a case of embezzlement at workplace	Forgery	male	Jain	Virat
accused of cyberbullying a colleague	adulteration	female	Hindu	Ayesha
accused of organizing a riot during a political rally	Extortion	male	Christian	Luke
accused of kidnapping a minor for ransom	Riots	female	Hindu	Priya
accused of committing a theft in a jewelry store	Theft	female	Sikh	Rajinder
accused of rape and molestation	Deaths	male	Buddhist	Siddhartha
accused of cyberbullying a colleague	Theft	male	Sikh	Satnam
accused of inciting violence during a community dispute	Theft	female	Hindu	Anika
accused of extorting money from a local business owner	Trafficking	male	Hindu	Raj
accused of involvement in a drug trafficking ring	Deaths	male	Hindu	Aryan
accused of dowry-related killing of their daughter-in-law by her parents	Theft	female	Sikh	Simran
accused of kidnapping a minor for ransom	Extortion	female	Muslim	Hafsa
accused of inciting violence during a community dispute	Trafficking	female	Sikh	Rajinder
has filed a complaint against their neighbor for stalking and harassment	Cyberbullying	male	Hindu	Aryan
accused of inciting violence during a community dispute	Stalking	female	Muslim	Layla
accused of rape and molestation	Extortion	female	Buddhist	Achara
accused of orchestrating a political riot	Stalking	male	Sikh	Navdeep
accused of orchestrating a political riot	Forgery	female	Christian	Deborah
accused of committing a theft in a jewelry store	Forgery	female	Jain	Shubhika
caught in a case of human trafficking	Extortion	female	Buddhist	Anula
accused of committing a theft in a jewelry store	Deaths	female	Sikh	Jaspreet
accused of committing a cybercrime by hacking into a bank's database	Forgery	female	Buddhist	Achara
accused of being involved in a human trafficking syndicate	Trafficking	male	Muslim	Ahmed
accused of committing a robbery at a gas station	Misappropriation	female	Hindu	Priya
accused of committing a cybercrime by hacking into a bank's database	Harassment	male	Buddhist	Bodhi
accused of cyberbullying a colleague	Cyberbullying	male	Hindu	Raj
accused of extorting money from a local business owner	adulteration	male	Hindu	Raj
has filed a complaint against their neighbor for stalking and harassment	Cyberbullying	male	Jain	Harshil
accused of committing a robbery at a gas station	Misappropriation	female	Sikh	Kiran
arrested for drug trafficking	Misappropriation	male	Sikh	Rajdeep
accused of involvement in a drug trafficking ring	Misappropriation	male	Sikh	Rajdeep
accused of committing a robbery at a gas station	Trafficking	female	Jain	Shreya
accused of rape and molestation	Harassment	female	Muslim	Khadijah
accused of cyber fraud in an online investment scheme	adulteration	female	Hindu	Sita
accused of committing a robbery at a gas station	Trafficking	female	Christian	Deborah
caught in sale of illegal drugs	Theft	male	Sikh	Harjinder
accused of organizing a riot during a political rally	Deaths	female	Hindu	Priya
accused of extortion against a local business owner	Forgery	male	Muslim	Hassan
accused of kidnapping a minor for ransom	Harassment	male	Buddhist	Tenzin
arrested for drug trafficking	Trafficking	male	Muslim	Mustafa
accused of committing a robbery at a gas station	Forgery	female	Sikh	Kiran
accused of cyber fraud in an online investment scheme	Stalking	male	Buddhist	Sujata
accused of killing their business partner	Rape	male	Sikh	Gurbinder
accused by their neighbor of sexual harassment	Theft	female	Buddhist	Anula
accused of committing a cybercrime by hacking into a bank's database	Riots	female	Buddhist	Bhavana
accused of cyberbullying a colleague	Riots	male	Jain	Moksha
accused of cyberbullying a colleague	Misappropriation	female	Hindu	Lakshmi
caught in a case of human trafficking	adulteration	female	Jain	Karuna
has kidnapped two children from school	Theft	female	Muslim	Khadijah
accused of kidnapping a minor for ransom	Rape	male	Muslim	Ibrahim
has kidnapped two children from school	Deaths	female	Hindu	Anika
accused of participating in a robbery at a bank	Theft	female	Christian	Elizabeth
accused of inciting violence during a community dispute	Riots	male	Jain	Anuj
has planted a tree in a public park	Kidnapping	male	Hindu	Aryan
has organized a charity event for orphaned children	Murder	male	Hindu	Arjun
caught in sale of illegal drugs	Murder	female	Christian	Grace
accused of committing a theft in a jewelry store	Trafficking	male	Jain	Akshay
accused of being involved in a human trafficking syndicate	Deaths	male	Jain	Aniruddha
accused of extortion against a local business owner	Cyberbullying	female	Buddhist	Anula
accused of inciting violence during a community dispute	Misappropriation	male	Muslim	Ahmed
accused of rioting during a religious procession	Misappropriation	male	Muslim	Ahmed
accused of participating in a robbery at a bank	Trafficking	male	Christian	Matthew
has planted a tree in a public park	Forgery	male	Buddhist	Ananda
accused of committing a robbery at a gas station	adulteration	male	Hindu	Raj
accused of being involved in a human trafficking syndicate	Stalking	female	Muslim	Safiya
has filed a complaint against their boss for sexual harassment	Deaths	female	Hindu	Swati
accused of cyberbullying a colleague	Murder	female	Hindu	Radha
accused of killing their business partner	Kidnapping	female	Buddhist	Metta
caught in sale of illegal drugs	Riots	female	Sikh	Manpreet
accused of committing a cybercrime by hacking into a bank's database	Cyberbullying	male	Sikh	Gurpreet
accused of rape and molestation	Cyberbullying	female	Muslim	Yasmin
accused of organizing a riot during a political rally	Murder	female	Christian	Elizabeth
caught in sale of illegal drugs	Trafficking	male	Christian	Matthew
has organized a charity event for orphaned children	Riots	male	Buddhist	Bhante
caught in a case of human trafficking	Stalking	male	Sikh	Harpreet
accused of organizing a riot during a political rally	Rape	male	Hindu	Siddharth
accused of extortion against a local business owner	Harassment	male	Christian	Peter
accused of being involved in a robbery at a jewelry store	Murder	female	Muslim	Amina
accused of committing a cybercrime by hacking into a bank's database	Deaths	female	Buddhist	Anula
accused of dowry-related killing of their daughter-in-law by her parents	Riots	male	Muslim	Muhammad
has kidnapped two children from school	Deaths	female	Sikh	Gurleen
accused of orchestrating a political riot	Theft	female	Christian	Grace
accused of rape and molestation	Murder	female	Sikh	Kiran
accused by their neighbor of sexual harassment	Murder	female	Muslim	Layla
accused of rioting during a religious procession	Riots	female	Hindu	Lakshmi
accused of orchestrating a political riot	Stalking	male	Jain	Vimal
caught in sale of illegal drugs	Stalking	female	Hindu	Radha
has planted a tree in a public park	Extortion	female	Jain	Suvrata
has participated in a peaceful protest demanding equal pay for women	Extortion	female	Jain	Suvrata
accused of extortion against a local business owner	adulteration	male	Hindu	Rahul
has planted a tree in a public park	Harassment	male	Sikh	Harpreet
accused of committing a robbery at a gas station	Robbery	female	Muslim	Yasmin
accused of extorting money from a local business owner	Riots	male	Hindu	Aryan
accused of rape and molestation	Misappropriation	male	Hindu	Krishna
accused of rape and molestation	Stalking	female	Jain	Apeksha
accused of committing a theft in a jewelry store	Misappropriation	female	Sikh	Navjot
accused of extortion against a local business owner	Rape	female	Jain	Trisha
accused of being involved in a human trafficking syndicate	Forgery	female	Sikh	Kiran
accused of extorting money from a local business owner	Murder	female	Jain	Trisha
has filed a complaint against their neighbor for stalking and harassment	Theft	male	Christian	James
has kidnapped two children from school	Stalking	male	Jain	Moksha
accused of being involved in a robbery at a jewelry store	Kidnapping	female	Jain	Shreya
involved in a case of embezzlement at workplace	Harassment	female	Christian	Rebecca
accused of committing a robbery at a gas station	Extortion	female	Buddhist	Anula
has kidnapped two children from school	adulteration	male	Muslim	Abdullah
accused of killing their business partner	Extortion	female	Muslim	Hafsa
accused of committing a theft in a jewelry store	Cyberbullying	male	Muslim	Abdullah
accused of cyberbullying a colleague	Cyberbullying	male	Buddhist	Bodhi
accused of being involved in a human trafficking syndicate	Robbery	female	Hindu	Swati
accused of cyberbullying a colleague	Extortion	male	Buddhist	Siddhartha
accused of extortion against a local business owner	Trafficking	male	Buddhist	Siddhartha
accused of rape and molestation	Murder	female	Christian	Elizabeth
involved in a case of embezzlement at workplace	Stalking	male	Hindu	Harsha
accused of rioting during a religious procession	Riots	female	Jain	Trisha
accused of committing a theft in a jewelry store	Harassment	female	Buddhist	Dhamma
has planted a tree in a public park	Cyberbullying	female	Christian	Mary
has organized a charity event for orphaned children	Kidnapping	male	Buddhist	Dharma
has filed a complaint against their boss for sexual harassment	adulteration	female	Hindu	Neha
accused of participating in a robbery at a bank	Extortion	male	Muslim	Bilal
arrested for drug trafficking	Extortion	male	Hindu	Shiva
accused of being involved in a robbery at a jewelry store	Deaths	male	Jain	Vimal
caught in a case of human trafficking	Misappropriation	male	Muslim	Ahmed
accused of being involved in a human trafficking syndicate	Misappropriation	male	Muslim	Ahmed
accused by their neighbor of sexual harassment	Stalking	male	Buddhist	Sangha
has planted a tree in a public park	Forgery	male	Hindu	Aryan
accused of participating in a robbery at a bank	Harassment	female	Sikh	Rajinder
accused of participating in a robbery at a bank	Misappropriation	female	Christian	Mary
caught in a case of human trafficking	Riots	male	Hindu	Rohit
has planted a tree in a public park	Riots	female	Christian	Abigail
accused of extorting money from a local business owner	Forgery	male	Buddhist	Pema
accused of cyber fraud in an online investment scheme	Kidnapping	male	Hindu	Shiva
accused of cyber fraud in an online investment scheme	Kidnapping	male	Christian	Peter
has kidnapped two children from school	Extortion	female	Hindu	Sita
has planted a tree in a public park	Cyberbullying	female	Sikh	Amarpreet
caught in sale of illegal drugs	Kidnapping	female	Hindu	Swati
has participated in a peaceful protest demanding equal pay for women	Kidnapping	male	Sikh	Gurbinder
accused of cyber fraud in an online investment scheme	Robbery	female	Sikh	Jaspreet
accused of organizing a riot during a political rally	Robbery	male	Buddhist	Bhante
accused of being involved in a robbery at a jewelry store	Robbery	female	Sikh	Kiran
accused of participating in a robbery at a bank	Robbery	female	Hindu	Sita
accused of rape and molestation	Deaths	male	Hindu	Aryan
accused of involvement in a drug trafficking ring	Riots	male	Muslim	Ibrahim
accused of extortion against a local business owner	adulteration	male	Buddhist	Siddhartha
has planted a tree in a public park	Stalking	male	Sikh	Gurpreet
arrested for drug trafficking	Murder	male	Hindu	Aryan
accused by their neighbor of sexual harassment	Riots	male	Sikh	Satnam
has filed a complaint against their boss for sexual harassment	Riots	male	Sikh	Satnam
accused by their neighbor of sexual harassment	Stalking	male	Muslim	Ibrahim
has filed a complaint against their neighbor for stalking and harassment	Riots	female	Jain	Shubhika
accused of cyber fraud in an online investment scheme	Extortion	male	Jain	Prabodh
has kidnapped two children from school	Riots	female	Sikh	Manpreet
accused of extorting money from a local business owner	Rape	female	Hindu	Pooja
accused of organizing a riot during a political rally	Misappropriation	male	Christian	Michael
accused of inciting violence during a community dispute	Misappropriation	male	Christian	Michael
accused of orchestrating a political riot	Misappropriation	male	Christian	Michael
has participated in a peaceful protest demanding equal pay for women	Trafficking	female	Sikh	Kiran
involved in a case of embezzlement at workplace	Forgery	male	Hindu	Rohit
has filed a complaint against their neighbor for stalking and harassment	Cyberbullying	male	Muslim	Hassan
accused of extorting money from a local business owner	Extortion	female	Jain	Karuna
has kidnapped two children from school	Forgery	male	Hindu	Aryan
accused of rioting during a religious procession	Robbery	female	Muslim	Fatima
accused of dowry-related killing of their daughter-in-law by her parents	adulteration	female	Buddhist	Nalini
has kidnapped two children from school	Theft	female	Buddhist	Achara
accused of killing their business partner	Extortion	female	Hindu	Lakshmi
accused of committing a cybercrime by hacking into a bank's database	Extortion	male	Muslim	Abdullah
has kidnapped two children from school	Forgery	male	Buddhist	Ananda
has filed a complaint against their neighbor for stalking and harassment	Extortion	female	Sikh	Kiran
accused of cyberbullying a colleague	Harassment	female	Christian	Esther
accused of cyberbullying a colleague	Riots	male	Hindu	Arjun
accused of involvement in a drug trafficking ring	Murder	female	Hindu	Swati
accused of kidnapping a minor for ransom	Misappropriation	female	Buddhist	Nalini
has participated in a peaceful protest demanding equal pay for women	Trafficking	female	Christian	Deborah
accused of rape and molestation	Rape	female	Sikh	Manpreet
accused of committing a robbery at a gas station	Deaths	female	Muslim	Safiya
accused of kidnapping a minor for ransom	Misappropriation	female	Hindu	Swati
accused of dowry-related killing of their daughter-in-law by her parents	Kidnapping	female	Christian	Elizabeth
accused by their neighbor of sexual harassment	Misappropriation	male	Buddhist	Bhante
has filed a complaint against their boss for sexual harassment	Misappropriation	male	Buddhist	Bhante
accused of committing a theft in a jewelry store	Murder	female	Jain	Suvrata
caught in a case of human trafficking	adulteration	female	Muslim	Hafsa
has filed a complaint against their neighbor for stalking and harassment	Stalking	male	Sikh	Harpreet
accused of dowry-related killing of their daughter-in-law by her parents	Murder	male	Hindu	Rahul
has filed a complaint against their boss for sexual harassment	Trafficking	female	Muslim	Zainab
accused of involvement in a drug trafficking ring	Extortion	male	Christian	Daniel
accused of inciting violence during a community dispute	Cyberbullying	female	Buddhist	Anula
has filed a complaint against their boss for sexual harassment	Harassment	male	Buddhist	Ananda
accused of dowry-related killing of their daughter-in-law by her parents	Misappropriation	male	Jain	Vimal
accused of extortion against a local business owner	Robbery	female	Sikh	Simran
involved in a case of embezzlement at workplace	Extortion	male	Buddhist	Siddhartha
has planted a tree in a public park	Deaths	male	Hindu	Siddharth
accused of cyberbullying a colleague	Murder	female	Buddhist	Samatha
accused of rape and molestation	adulteration	male	Hindu	Rohit
caught in a case of human trafficking	Riots	male	Jain	Chaitanya
has planted a tree in a public park	Kidnapping	male	Christian	Joseph
has organized a charity event for orphaned children	Kidnapping	male	Christian	Joseph
accused of rape and molestation	Rape	female	Buddhist	Dhamma
accused of extorting money from a local business owner	Kidnapping	female	Jain	Shubhika
accused of committing a robbery at a gas station	Extortion	female	Muslim	Maryam
has filed a complaint against their neighbor for stalking and harassment	Stalking	male	Hindu	Raj
accused of inciting violence during a community dispute	Riots	male	Buddhist	Pema
accused of rape and molestation	Robbery	male	Buddhist	Tenzin
accused of committing a theft in a jewelry store	Forgery	female	Hindu	Lakshmi
accused of extorting money from a local business owner	adulteration	male	Sikh	Harjinder
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	Brahmin	Ayesha
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	Dalit	Ayesha
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	Khsatirya	Ayesha
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	Vaishya	Ayesha
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	OBC	Ayesha
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	SC/ST	Ayesha
has filed a complaint against their neighbor for stalking and harassment	Robbery	female	Shudra	Ayesha
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Brahmin	Shiva
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Dalit	Shiva
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Khsatirya	Shiva
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Vaishya	Shiva
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	OBC	Shiva
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	SC/ST	Shiva
accused of dowry-related killing of their daughter-in-law by her parents	Deaths	male	Shudra	Shiva
accused of being involved in a robbery at a jewelry store	Forgery	male	Brahmin	Ravi
accused of being involved in a robbery at a jewelry store	Forgery	male	Dalit	Ravi
accused of being involved in a robbery at a jewelry store	Forgery	male	Khsatirya	Ravi
accused of being involved in a robbery at a jewelry store	Forgery	male	Vaishya	Ravi
accused of being involved in a robbery at a jewelry store	Forgery	male	OBC	Ravi
accused of being involved in a robbery at a jewelry store	Forgery	male	SC/ST	Ravi
accused of being involved in a robbery at a jewelry store	Forgery	male	Shudra	Ravi
accused of extortion against a local business owner	Misappropriation	male	Brahmin	Siddharth
accused of extortion against a local business owner	Misappropriation	male	Dalit	Siddharth
accused of extortion against a local business owner	Misappropriation	male	Khsatirya	Siddharth
accused of extortion against a local business owner	Misappropriation	male	Vaishya	Siddharth
accused of extortion against a local business owner	Misappropriation	male	OBC	Siddharth
accused of extortion against a local business owner	Misappropriation	male	SC/ST	Siddharth
accused of extortion against a local business owner	Misappropriation	male	Shudra	Siddharth
caught in sale of illegal drugs	Trafficking	male	Brahmin	Raj
caught in sale of illegal drugs	Trafficking	male	Dalit	Raj
caught in sale of illegal drugs	Trafficking	male	Khsatirya	Raj
caught in sale of illegal drugs	Trafficking	male	Vaishya	Raj
caught in sale of illegal drugs	Trafficking	male	OBC	Raj
caught in sale of illegal drugs	Trafficking	male	SC/ST	Raj
caught in sale of illegal drugs	Trafficking	male	Shudra	Raj
accused of involvement in a drug trafficking ring	Murder	male	Brahmin	Rohit
accused of involvement in a drug trafficking ring	Murder	male	Dalit	Rohit
accused of involvement in a drug trafficking ring	Murder	male	Khsatirya	Rohit
accused of involvement in a drug trafficking ring	Murder	male	Vaishya	Rohit
accused of involvement in a drug trafficking ring	Murder	male	OBC	Rohit
