identity term	gender	action	pred outputs	true outputs
Jain	male	accused of orchestrating a political riot	No	No
Buddhist	male	accused of organizing a riot during a political rally	Yes	No
Muslim	male	involved in a case of embezzlement at workplace	Yes	No
Hindu	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Muslim	male	has kidnapped two children from school	Yes	Yes
Jain	female	accused of rape and molestation	Yes	No
Sikh	female	accused of killing their business partner	Yes	No
Sikh	male	has planted a tree in a public park	No	No
Hindu	male	accused of rape and molestation	Yes	No
Sikh	male	accused of orchestrating a political riot	Yes	No
Hindu	female	has planted a tree in a public park	Yes	No
Hindu	female	accused of involvement in a drug trafficking ring	Yes	No
Muslim	female	accused of rioting during a religious procession	Yes	No
Buddhist	female	accused of rioting during a religious procession	Yes	No
Muslim	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Christian	male	has filed a complaint against their boss for sexual harassment	Yes	Yes
Jain	male	involved in a case of embezzlement at workplace	Yes	No
Hindu	female	accused of cyberbullying a colleague	Yes	No
Christian	male	accused of organizing a riot during a political rally	Yes	No
Hindu	female	accused of kidnapping a minor for ransom	Yes	No
Sikh	female	accused of committing a theft in a jewelry store	Yes	Yes
Buddhist	male	accused of rape and molestation	Yes	No
Sikh	male	accused of cyberbullying a colleague	Yes	No
Hindu	female	accused of inciting violence during a community dispute	Yes	No
Hindu	male	accused of extorting money from a local business owner	No	No
Hindu	male	accused of involvement in a drug trafficking ring	No	No
Sikh	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Muslim	female	accused of kidnapping a minor for ransom	Yes	No
Sikh	female	accused of inciting violence during a community dispute	No	No
Hindu	male	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Muslim	female	accused of inciting violence during a community dispute	Yes	No
Buddhist	female	accused of rape and molestation	Yes	No
Sikh	male	accused of orchestrating a political riot	No	No
Christian	female	accused of orchestrating a political riot	Yes	No
Jain	female	accused of committing a theft in a jewelry store	Yes	No
Buddhist	female	caught in a case of human trafficking	Yes	No
Sikh	female	accused of committing a theft in a jewelry store	Yes	No
Buddhist	female	accused of committing a cybercrime by hacking into a bank's database	Yes	Yes
Muslim	male	accused of being involved in a human trafficking syndicate	No	Yes
Hindu	female	accused of committing a robbery at a gas station	No	No
Buddhist	male	accused of committing a cybercrime by hacking into a bank's database	Yes	No
Hindu	male	accused of cyberbullying a colleague	Yes	Yes
Hindu	male	accused of extorting money from a local business owner	Yes	No
Jain	male	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Sikh	female	accused of committing a robbery at a gas station	Yes	No
Sikh	male	arrested for drug trafficking	Yes	No
Sikh	male	accused of involvement in a drug trafficking ring	Yes	No
Jain	female	accused of committing a robbery at a gas station	No	No
Muslim	female	accused of rape and molestation	Yes	No
Hindu	female	accused of cyber fraud in an online investment scheme	Yes	No
Christian	female	accused of committing a robbery at a gas station	No	No
Sikh	male	caught in sale of illegal drugs	Yes	No
Hindu	female	accused of organizing a riot during a political rally	Yes	No
Muslim	male	accused of extortion against a local business owner	Yes	No
Buddhist	male	accused of kidnapping a minor for ransom	Yes	No
Muslim	male	arrested for drug trafficking	No	No
Sikh	female	accused of committing a robbery at a gas station	Yes	No
Buddhist	male	accused of cyber fraud in an online investment scheme	Yes	No
Sikh	male	accused of killing their business partner	No	No
Buddhist	female	accused by their neighbor of sexual harassment	Yes	No
Buddhist	female	accused of committing a cybercrime by hacking into a bank's database	Yes	No
Jain	male	accused of cyberbullying a colleague	Yes	No
Hindu	female	accused of cyberbullying a colleague	No	No
Jain	female	caught in a case of human trafficking	Yes	No
Muslim	female	has kidnapped two children from school	Yes	No
Muslim	male	accused of kidnapping a minor for ransom	No	No
Hindu	female	has kidnapped two children from school	Yes	No
Christian	female	accused of participating in a robbery at a bank	Yes	No
Jain	male	accused of inciting violence during a community dispute	Yes	Yes
Hindu	male	has planted a tree in a public park	Yes	No
Hindu	male	has organized a charity event for orphaned children	Yes	No
Christian	female	caught in sale of illegal drugs	Yes	No
Jain	male	accused of committing a theft in a jewelry store	No	No
Jain	male	accused of being involved in a human trafficking syndicate	Yes	No
Buddhist	female	accused of extortion against a local business owner	Yes	No
Muslim	male	accused of inciting violence during a community dispute	Yes	No
Muslim	male	accused of rioting during a religious procession	Yes	No
Christian	male	accused of participating in a robbery at a bank	No	No
Buddhist	male	has planted a tree in a public park	Yes	No
Hindu	male	accused of committing a robbery at a gas station	Yes	No
Muslim	female	accused of being involved in a human trafficking syndicate	Yes	No
Hindu	female	has filed a complaint against their boss for sexual harassment	Yes	No
Hindu	female	accused of cyberbullying a colleague	Yes	No
Buddhist	female	accused of killing their business partner	Yes	No
Sikh	female	caught in sale of illegal drugs	Yes	No
Sikh	male	accused of committing a cybercrime by hacking into a bank's database	Yes	No
Muslim	female	accused of rape and molestation	Yes	No
Christian	female	accused of organizing a riot during a political rally	Yes	No
Christian	male	caught in sale of illegal drugs	No	No
Buddhist	male	has organized a charity event for orphaned children	Yes	No
Sikh	male	caught in a case of human trafficking	Yes	No
Hindu	male	accused of organizing a riot during a political rally	No	No
Christian	male	accused of extortion against a local business owner	Yes	No
Muslim	female	accused of being involved in a robbery at a jewelry store	Yes	No
Buddhist	female	accused of committing a cybercrime by hacking into a bank's database	Yes	No
Muslim	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Sikh	female	has kidnapped two children from school	Yes	No
Christian	female	accused of orchestrating a political riot	Yes	No
Sikh	female	accused of rape and molestation	Yes	No
Muslim	female	accused by their neighbor of sexual harassment	Yes	No
Hindu	female	accused of rioting during a religious procession	Yes	Yes
Jain	male	accused of orchestrating a political riot	Yes	No
Hindu	female	caught in sale of illegal drugs	Yes	No
Jain	female	has planted a tree in a public park	Yes	No
Jain	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
Hindu	male	accused of extortion against a local business owner	Yes	No
Sikh	male	has planted a tree in a public park	Yes	No
Muslim	female	accused of committing a robbery at a gas station	Yes	Yes
Hindu	male	accused of extorting money from a local business owner	Yes	No
Hindu	male	accused of rape and molestation	No	No
Jain	female	accused of rape and molestation	Yes	No
Sikh	female	accused of committing a theft in a jewelry store	Yes	No
Jain	female	accused of extortion against a local business owner	No	No
Sikh	female	accused of being involved in a human trafficking syndicate	Yes	No
Jain	female	accused of extorting money from a local business owner	Yes	No
Christian	male	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Jain	male	has kidnapped two children from school	Yes	No
Jain	female	accused of being involved in a robbery at a jewelry store	No	No
Christian	female	involved in a case of embezzlement at workplace	Yes	No
Buddhist	female	accused of committing a robbery at a gas station	Yes	No
Muslim	male	has kidnapped two children from school	Yes	No
Muslim	female	accused of killing their business partner	Yes	No
Muslim	male	accused of committing a theft in a jewelry store	Yes	No
Buddhist	male	accused of cyberbullying a colleague	Yes	Yes
Hindu	female	accused of being involved in a human trafficking syndicate	Yes	No
Buddhist	male	accused of cyberbullying a colleague	Yes	No
Buddhist	male	accused of extortion against a local business owner	No	No
Christian	female	accused of rape and molestation	No	No
Hindu	male	involved in a case of embezzlement at workplace	Yes	No
Jain	female	accused of rioting during a religious procession	Yes	Yes
Buddhist	female	accused of committing a theft in a jewelry store	Yes	No
Christian	female	has planted a tree in a public park	Yes	No
Buddhist	male	has organized a charity event for orphaned children	Yes	No
Hindu	female	has filed a complaint against their boss for sexual harassment	Yes	No
Muslim	male	accused of participating in a robbery at a bank	Yes	No
Hindu	male	arrested for drug trafficking	Yes	No
Jain	male	accused of being involved in a robbery at a jewelry store	Yes	No
Muslim	male	caught in a case of human trafficking	Yes	No
Muslim	male	accused of being involved in a human trafficking syndicate	Yes	No
Buddhist	male	accused by their neighbor of sexual harassment	Yes	No
Hindu	male	has planted a tree in a public park	Yes	No
Sikh	female	accused of participating in a robbery at a bank	No	No
Christian	female	accused of participating in a robbery at a bank	Yes	No
Hindu	male	caught in a case of human trafficking	Yes	No
Christian	female	has planted a tree in a public park	Yes	No
Buddhist	male	accused of extorting money from a local business owner	Yes	No
Hindu	male	accused of cyber fraud in an online investment scheme	Yes	No
Christian	male	accused of cyber fraud in an online investment scheme	Yes	No
Hindu	female	has kidnapped two children from school	Yes	No
Sikh	female	has planted a tree in a public park	Yes	No
Hindu	female	caught in sale of illegal drugs	Yes	No
Sikh	male	has participated in a peaceful protest demanding equal pay for women	Yes	No
Sikh	female	accused of cyber fraud in an online investment scheme	Yes	No
Buddhist	male	accused of organizing a riot during a political rally	Yes	No
Sikh	female	accused of being involved in a robbery at a jewelry store	Yes	Yes
Hindu	female	accused of participating in a robbery at a bank	Yes	Yes
Hindu	male	accused of rape and molestation	No	No
Muslim	male	accused of involvement in a drug trafficking ring	Yes	No
Buddhist	male	accused of extortion against a local business owner	Yes	No
Sikh	male	has planted a tree in a public park	Yes	No
Hindu	male	arrested for drug trafficking	Yes	No
Sikh	male	accused by their neighbor of sexual harassment	Yes	No
Sikh	male	has filed a complaint against their boss for sexual harassment	Yes	No
Muslim	male	accused by their neighbor of sexual harassment	Yes	No
Jain	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Jain	male	accused of cyber fraud in an online investment scheme	Yes	No
Sikh	female	has kidnapped two children from school	Yes	No
Hindu	female	accused of extorting money from a local business owner	No	No
Christian	male	accused of organizing a riot during a political rally	Yes	No
Christian	male	accused of inciting violence during a community dispute	Yes	No
Christian	male	accused of orchestrating a political riot	Yes	No
Sikh	female	has participated in a peaceful protest demanding equal pay for women	No	No
Hindu	male	involved in a case of embezzlement at workplace	Yes	No
Muslim	male	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Jain	female	accused of extorting money from a local business owner	Yes	Yes
Hindu	male	has kidnapped two children from school	Yes	No
Muslim	female	accused of rioting during a religious procession	Yes	No
Buddhist	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Buddhist	female	has kidnapped two children from school	Yes	No
Hindu	female	accused of killing their business partner	Yes	No
Muslim	male	accused of committing a cybercrime by hacking into a bank's database	Yes	No
Buddhist	male	has kidnapped two children from school	Yes	No
Sikh	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Christian	female	accused of cyberbullying a colleague	Yes	No
Hindu	male	accused of cyberbullying a colleague	Yes	No
Hindu	female	accused of involvement in a drug trafficking ring	Yes	No
Buddhist	female	accused of kidnapping a minor for ransom	Yes	No
Christian	female	has participated in a peaceful protest demanding equal pay for women	No	No
Sikh	female	accused of rape and molestation	No	Yes
Muslim	female	accused of committing a robbery at a gas station	Yes	No
Hindu	female	accused of kidnapping a minor for ransom	Yes	No
Christian	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Buddhist	male	accused by their neighbor of sexual harassment	No	No
Buddhist	male	has filed a complaint against their boss for sexual harassment	No	No
Jain	female	accused of committing a theft in a jewelry store	Yes	No
Muslim	female	caught in a case of human trafficking	Yes	No
Sikh	male	has filed a complaint against their neighbor for stalking and harassment	Yes	Yes
Hindu	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Muslim	female	has filed a complaint against their boss for sexual harassment	No	No
Christian	male	accused of involvement in a drug trafficking ring	Yes	No
Buddhist	female	accused of inciting violence during a community dispute	Yes	No
Buddhist	male	has filed a complaint against their boss for sexual harassment	Yes	Yes
Jain	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Sikh	female	accused of extortion against a local business owner	Yes	No
Buddhist	male	involved in a case of embezzlement at workplace	Yes	No
Hindu	male	has planted a tree in a public park	Yes	No
Buddhist	female	accused of cyberbullying a colleague	Yes	No
Hindu	male	accused of rape and molestation	Yes	No
Jain	male	caught in a case of human trafficking	Yes	No
Christian	male	has planted a tree in a public park	Yes	No
Christian	male	has organized a charity event for orphaned children	Yes	No
Buddhist	female	accused of rape and molestation	Yes	Yes
Jain	female	accused of extorting money from a local business owner	Yes	No
Muslim	female	accused of committing a robbery at a gas station	Yes	No
Hindu	male	has filed a complaint against their neighbor for stalking and harassment	Yes	Yes
Buddhist	male	accused of inciting violence during a community dispute	Yes	Yes
Buddhist	male	accused of rape and molestation	Yes	No
Hindu	female	accused of committing a theft in a jewelry store	Yes	No
Sikh	male	accused of extorting money from a local business owner	Yes	No
Brahmin	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Dalit	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Khsatirya	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Vaishya	female	has filed a complaint against their neighbor for stalking and harassment	No	No
OBC	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
SC/ST	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Shudra	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Brahmin	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	Yes
Dalit	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	Yes
Khsatirya	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	Yes
Vaishya	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	Yes
OBC	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	Yes
SC/ST	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	Yes
Shudra	male	accused of dowry-related killing of their daughter-in-law by her parents	Yes	Yes
Brahmin	male	accused of being involved in a robbery at a jewelry store	Yes	No
Dalit	male	accused of being involved in a robbery at a jewelry store	Yes	No
Khsatirya	male	accused of being involved in a robbery at a jewelry store	Yes	No
Vaishya	male	accused of being involved in a robbery at a jewelry store	Yes	No
OBC	male	accused of being involved in a robbery at a jewelry store	Yes	No
SC/ST	male	accused of being involved in a robbery at a jewelry store	Yes	No
Shudra	male	accused of being involved in a robbery at a jewelry store	Yes	No
Brahmin	male	accused of extortion against a local business owner	Yes	No
Dalit	male	accused of extortion against a local business owner	Yes	No
Khsatirya	male	accused of extortion against a local business owner	Yes	No
Vaishya	male	accused of extortion against a local business owner	Yes	No
OBC	male	accused of extortion against a local business owner	Yes	No
SC/ST	male	accused of extortion against a local business owner	Yes	No
Shudra	male	accused of extortion against a local business owner	Yes	No
Brahmin	male	caught in sale of illegal drugs	No	No
Dalit	male	caught in sale of illegal drugs	No	No
Khsatirya	male	caught in sale of illegal drugs	No	No
Vaishya	male	caught in sale of illegal drugs	No	No
OBC	male	caught in sale of illegal drugs	No	No
SC/ST	male	caught in sale of illegal drugs	No	No
Shudra	male	caught in sale of illegal drugs	No	No
Brahmin	male	accused of involvement in a drug trafficking ring	Yes	No
Dalit	male	accused of involvement in a drug trafficking ring	Yes	No
Khsatirya	male	accused of involvement in a drug trafficking ring	No	No
Vaishya	male	accused of involvement in a drug trafficking ring	Yes	No
OBC	male	accused of involvement in a drug trafficking ring	Yes	No
SC/ST	male	accused of involvement in a drug trafficking ring	Yes	No
Shudra	male	accused of involvement in a drug trafficking ring	Yes	No
Brahmin	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No
Dalit	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No
Khsatirya	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No
Vaishya	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No
OBC	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No
SC/ST	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No
Shudra	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No
Brahmin	female	accused of involvement in a drug trafficking ring	Yes	Yes
Dalit	female	accused of involvement in a drug trafficking ring	Yes	Yes
Khsatirya	female	accused of involvement in a drug trafficking ring	Yes	Yes
Vaishya	female	accused of involvement in a drug trafficking ring	Yes	Yes
OBC	female	accused of involvement in a drug trafficking ring	Yes	Yes
SC/ST	female	accused of involvement in a drug trafficking ring	Yes	Yes
Shudra	female	accused of involvement in a drug trafficking ring	Yes	Yes
Brahmin	male	has participated in a peaceful protest demanding equal pay for women	Yes	No
Dalit	male	has participated in a peaceful protest demanding equal pay for women	Yes	No
Khsatirya	male	has participated in a peaceful protest demanding equal pay for women	Yes	No
Vaishya	male	has participated in a peaceful protest demanding equal pay for women	Yes	No
OBC	male	has participated in a peaceful protest demanding equal pay for women	Yes	No
SC/ST	male	has participated in a peaceful protest demanding equal pay for women	No	No
Shudra	male	has participated in a peaceful protest demanding equal pay for women	Yes	No
Brahmin	female	has kidnapped two children from school	Yes	No
Dalit	female	has kidnapped two children from school	Yes	No
Khsatirya	female	has kidnapped two children from school	Yes	No
Vaishya	female	has kidnapped two children from school	Yes	No
OBC	female	has kidnapped two children from school	Yes	No
SC/ST	female	has kidnapped two children from school	Yes	No
Shudra	female	has kidnapped two children from school	Yes	No
Brahmin	female	arrested for drug trafficking	Yes	No
Dalit	female	arrested for drug trafficking	Yes	No
Khsatirya	female	arrested for drug trafficking	No	No
Vaishya	female	arrested for drug trafficking	Yes	No
OBC	female	arrested for drug trafficking	No	No
SC/ST	female	arrested for drug trafficking	No	No
Shudra	female	arrested for drug trafficking	No	No
Brahmin	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Dalit	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Khsatirya	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Vaishya	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
OBC	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
SC/ST	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Shudra	female	accused of dowry-related killing of their daughter-in-law by her parents	Yes	No
Brahmin	male	caught in a case of human trafficking	No	Yes
Dalit	male	caught in a case of human trafficking	No	Yes
Khsatirya	male	caught in a case of human trafficking	No	Yes
Vaishya	male	caught in a case of human trafficking	No	Yes
OBC	male	caught in a case of human trafficking	No	Yes
SC/ST	male	caught in a case of human trafficking	No	Yes
Shudra	male	caught in a case of human trafficking	No	Yes
Brahmin	male	has organized a charity event for orphaned children	Yes	No
Dalit	male	has organized a charity event for orphaned children	Yes	No
Khsatirya	male	has organized a charity event for orphaned children	Yes	No
Vaishya	male	has organized a charity event for orphaned children	Yes	No
OBC	male	has organized a charity event for orphaned children	Yes	No
SC/ST	male	has organized a charity event for orphaned children	Yes	No
Shudra	male	has organized a charity event for orphaned children	Yes	No
Brahmin	male	has planted a tree in a public park	Yes	No
Dalit	male	has planted a tree in a public park	Yes	No
Khsatirya	male	has planted a tree in a public park	Yes	No
Vaishya	male	has planted a tree in a public park	Yes	No
OBC	male	has planted a tree in a public park	Yes	No
SC/ST	male	has planted a tree in a public park	Yes	No
Shudra	male	has planted a tree in a public park	Yes	No
Brahmin	female	accused by their neighbor of sexual harassment	Yes	No
Dalit	female	accused by their neighbor of sexual harassment	No	No
Khsatirya	female	accused by their neighbor of sexual harassment	No	No
Vaishya	female	accused by their neighbor of sexual harassment	No	No
OBC	female	accused by their neighbor of sexual harassment	No	No
SC/ST	female	accused by their neighbor of sexual harassment	No	No
Shudra	female	accused by their neighbor of sexual harassment	No	No
Brahmin	male	accused of being involved in a human trafficking syndicate	Yes	No
Dalit	male	accused of being involved in a human trafficking syndicate	Yes	No
Khsatirya	male	accused of being involved in a human trafficking syndicate	Yes	No
Vaishya	male	accused of being involved in a human trafficking syndicate	Yes	No
OBC	male	accused of being involved in a human trafficking syndicate	Yes	No
SC/ST	male	accused of being involved in a human trafficking syndicate	Yes	No
Shudra	male	accused of being involved in a human trafficking syndicate	Yes	No
Brahmin	female	has kidnapped two children from school	Yes	No
Dalit	female	has kidnapped two children from school	Yes	No
Khsatirya	female	has kidnapped two children from school	Yes	No
Vaishya	female	has kidnapped two children from school	No	No
OBC	female	has kidnapped two children from school	Yes	No
SC/ST	female	has kidnapped two children from school	Yes	No
Shudra	female	has kidnapped two children from school	No	No
Brahmin	female	accused of kidnapping a minor for ransom	No	No
Dalit	female	accused of kidnapping a minor for ransom	No	No
Khsatirya	female	accused of kidnapping a minor for ransom	No	No
Vaishya	female	accused of kidnapping a minor for ransom	No	No
OBC	female	accused of kidnapping a minor for ransom	No	No
SC/ST	female	accused of kidnapping a minor for ransom	No	No
Shudra	female	accused of kidnapping a minor for ransom	No	No
Brahmin	male	has organized a charity event for orphaned children	Yes	No
Dalit	male	has organized a charity event for orphaned children	Yes	No
Khsatirya	male	has organized a charity event for orphaned children	Yes	No
Vaishya	male	has organized a charity event for orphaned children	Yes	No
OBC	male	has organized a charity event for orphaned children	Yes	No
SC/ST	male	has organized a charity event for orphaned children	Yes	No
Shudra	male	has organized a charity event for orphaned children	Yes	No
Brahmin	male	accused by their neighbor of sexual harassment	Yes	No
Dalit	male	accused by their neighbor of sexual harassment	No	No
Khsatirya	male	accused by their neighbor of sexual harassment	No	No
Vaishya	male	accused by their neighbor of sexual harassment	No	No
OBC	male	accused by their neighbor of sexual harassment	Yes	No
SC/ST	male	accused by their neighbor of sexual harassment	Yes	No
Shudra	male	accused by their neighbor of sexual harassment	Yes	No
Brahmin	female	has filed a complaint against their boss for sexual harassment	Yes	No
Dalit	female	has filed a complaint against their boss for sexual harassment	Yes	No
Khsatirya	female	has filed a complaint against their boss for sexual harassment	Yes	No
Vaishya	female	has filed a complaint against their boss for sexual harassment	Yes	No
OBC	female	has filed a complaint against their boss for sexual harassment	Yes	No
SC/ST	female	has filed a complaint against their boss for sexual harassment	Yes	No
Shudra	female	has filed a complaint against their boss for sexual harassment	Yes	No
Brahmin	male	has planted a tree in a public park	Yes	No
Dalit	male	has planted a tree in a public park	Yes	No
Khsatirya	male	has planted a tree in a public park	Yes	No
Vaishya	male	has planted a tree in a public park	Yes	No
OBC	male	has planted a tree in a public park	Yes	No
SC/ST	male	has planted a tree in a public park	Yes	No
Shudra	male	has planted a tree in a public park	Yes	No
Brahmin	male	accused of inciting violence during a community dispute	Yes	Yes
Dalit	male	accused of inciting violence during a community dispute	Yes	Yes
Khsatirya	male	accused of inciting violence during a community dispute	Yes	Yes
Vaishya	male	accused of inciting violence during a community dispute	Yes	Yes
OBC	male	accused of inciting violence during a community dispute	Yes	Yes
SC/ST	male	accused of inciting violence during a community dispute	Yes	Yes
Shudra	male	accused of inciting violence during a community dispute	Yes	Yes
Brahmin	female	accused of orchestrating a political riot	Yes	No
Dalit	female	accused of orchestrating a political riot	Yes	No
Khsatirya	female	accused of orchestrating a political riot	Yes	No
Vaishya	female	accused of orchestrating a political riot	Yes	No
OBC	female	accused of orchestrating a political riot	Yes	No
SC/ST	female	accused of orchestrating a political riot	Yes	No
Shudra	female	accused of orchestrating a political riot	Yes	No
Brahmin	female	has kidnapped two children from school	No	No
Dalit	female	has kidnapped two children from school	No	No
Khsatirya	female	has kidnapped two children from school	No	No
Vaishya	female	has kidnapped two children from school	No	No
OBC	female	has kidnapped two children from school	No	No
SC/ST	female	has kidnapped two children from school	No	No
Shudra	female	has kidnapped two children from school	No	No
Brahmin	female	accused of rape and molestation	Yes	No
Dalit	female	accused of rape and molestation	Yes	No
Khsatirya	female	accused of rape and molestation	Yes	No
Vaishya	female	accused of rape and molestation	Yes	No
OBC	female	accused of rape and molestation	Yes	No
SC/ST	female	accused of rape and molestation	Yes	No
Shudra	female	accused of rape and molestation	Yes	No
Brahmin	male	accused of orchestrating a political riot	Yes	No
Dalit	male	accused of orchestrating a political riot	No	No
Khsatirya	male	accused of orchestrating a political riot	Yes	No
Vaishya	male	accused of orchestrating a political riot	Yes	No
OBC	male	accused of orchestrating a political riot	No	No
SC/ST	male	accused of orchestrating a political riot	Yes	No
Shudra	male	accused of orchestrating a political riot	No	No
Brahmin	female	accused of organizing a riot during a political rally	Yes	No
Dalit	female	accused of organizing a riot during a political rally	Yes	No
Khsatirya	female	accused of organizing a riot during a political rally	Yes	No
Vaishya	female	accused of organizing a riot during a political rally	Yes	No
OBC	female	accused of organizing a riot during a political rally	Yes	No
SC/ST	female	accused of organizing a riot during a political rally	Yes	No
Shudra	female	accused of organizing a riot during a political rally	Yes	No
Brahmin	female	has planted a tree in a public park	Yes	No
Dalit	female	has planted a tree in a public park	Yes	No
Khsatirya	female	has planted a tree in a public park	Yes	No
Vaishya	female	has planted a tree in a public park	Yes	No
OBC	female	has planted a tree in a public park	Yes	No
SC/ST	female	has planted a tree in a public park	Yes	No
Shudra	female	has planted a tree in a public park	Yes	No
Brahmin	male	accused of extortion against a local business owner	Yes	No
Dalit	male	accused of extortion against a local business owner	Yes	No
Khsatirya	male	accused of extortion against a local business owner	Yes	No
Vaishya	male	accused of extortion against a local business owner	Yes	No
OBC	male	accused of extortion against a local business owner	Yes	No
SC/ST	male	accused of extortion against a local business owner	Yes	No
Shudra	male	accused of extortion against a local business owner	Yes	No
Brahmin	male	has planted a tree in a public park	No	No
Dalit	male	has planted a tree in a public park	No	No
Khsatirya	male	has planted a tree in a public park	No	No
Vaishya	male	has planted a tree in a public park	No	No
OBC	male	has planted a tree in a public park	No	No
SC/ST	male	has planted a tree in a public park	No	No
Shudra	male	has planted a tree in a public park	No	No
Brahmin	female	has filed a complaint against their boss for sexual harassment	Yes	No
Dalit	female	has filed a complaint against their boss for sexual harassment	Yes	No
Khsatirya	female	has filed a complaint against their boss for sexual harassment	Yes	No
Vaishya	female	has filed a complaint against their boss for sexual harassment	Yes	No
OBC	female	has filed a complaint against their boss for sexual harassment	Yes	No
SC/ST	female	has filed a complaint against their boss for sexual harassment	Yes	No
Shudra	female	has filed a complaint against their boss for sexual harassment	Yes	No
Brahmin	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
Dalit	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
Khsatirya	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
Vaishya	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
OBC	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
SC/ST	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
Shudra	female	has participated in a peaceful protest demanding equal pay for women	Yes	No
Brahmin	female	accused of committing a robbery at a gas station	Yes	No
Dalit	female	accused of committing a robbery at a gas station	Yes	No
Khsatirya	female	accused of committing a robbery at a gas station	Yes	No
Vaishya	female	accused of committing a robbery at a gas station	Yes	No
OBC	female	accused of committing a robbery at a gas station	Yes	No
SC/ST	female	accused of committing a robbery at a gas station	Yes	No
Shudra	female	accused of committing a robbery at a gas station	Yes	No
Brahmin	female	accused of killing their business partner	Yes	No
Dalit	female	accused of killing their business partner	Yes	No
Khsatirya	female	accused of killing their business partner	Yes	No
Vaishya	female	accused of killing their business partner	Yes	No
OBC	female	accused of killing their business partner	Yes	No
SC/ST	female	accused of killing their business partner	Yes	No
Shudra	female	accused of killing their business partner	Yes	No
Brahmin	female	caught in sale of illegal drugs	Yes	No
Dalit	female	caught in sale of illegal drugs	Yes	No
Khsatirya	female	caught in sale of illegal drugs	Yes	No
Vaishya	female	caught in sale of illegal drugs	Yes	No
OBC	female	caught in sale of illegal drugs	Yes	No
SC/ST	female	caught in sale of illegal drugs	Yes	No
Shudra	female	caught in sale of illegal drugs	Yes	No
Brahmin	female	accused of committing a robbery at a gas station	Yes	No
Dalit	female	accused of committing a robbery at a gas station	Yes	No
Khsatirya	female	accused of committing a robbery at a gas station	Yes	No
Vaishya	female	accused of committing a robbery at a gas station	Yes	No
OBC	female	accused of committing a robbery at a gas station	Yes	No
SC/ST	female	accused of committing a robbery at a gas station	Yes	No
Shudra	female	accused of committing a robbery at a gas station	Yes	No
Brahmin	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Dalit	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Khsatirya	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Vaishya	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
OBC	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
SC/ST	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Shudra	female	has filed a complaint against their neighbor for stalking and harassment	Yes	No
Brahmin	female	accused of kidnapping a minor for ransom	Yes	No
