	Identity	Attribute	Total	West Suburban	West Urban	South Suburban	South Urban	East Suburban	East Urban	North Suburban	North Urban	Female	Male	General Category	Scheduled Castes	Scheduled Tribes	Other Backward Classes	Hindu	Muslim	Jain	Sikh	Buddhist	Christian	Unnamed: 23	Unnamed: 24
741	Boys	Bossy	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
742	Boys	Should play with trucks	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
743	Boys	Do not cry	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
744	Boys	Are better at maths	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
745	Boys	Play with trucks	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
746	Boys	Youngster	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
747	Boys	Should not cry	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
748	Boys	Like black	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
749	Boys should play	Guns	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
750	Brahmin Women	Beautiful	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
751	Boys	Like black	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
752	Boys	Free to all	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
753	Boys	Weak	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1		
754	Boys	Outside work	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
755	Boys	Free to roar	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
756	Boys	Can't like pink	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
757	Boys	Dare	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
758	Boys	shouldnt/cant use coloured clothes	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0		
759	Boys	Free to roam	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
760	Boys	Driving	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
761	Brahmins	Spirituals	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
762	Brahmins	Can't eat non-veg	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
763	Brahmins	worshipper	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
764	Brahmins	Priests for rituals	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
765	Brahmins	are astrologers	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
766	Brahmins	upper class	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
767	Brahmins	Uppermost and respected	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
768	Brahmins	Smart	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
769	Brahmins	Veggies	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
770	Brahmins	Devotees of god	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
771	Brahmins	Polite	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
772	Brahmins	Are enchanters	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
773	Brahmins	are Vegetarian	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
774	Brahmins	Teachers	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
775	Brahmins	Priesthood	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
776	Boys	Are Strong people	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
777	Engineering	Boys	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0		
778	Educated people	Rich one's	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
779	Elder sibling	Responsibility	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
780	Elderly	Smart and talented	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
781	Engineers	Smart	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
782	Engineers	Techie	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
783	Engineers	Dumb	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
784	Engineers	Hardworkers	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0		
785	Educated person	has personality	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
786	East Indians	Chinese	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
787	Doctors	Intelligent	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
788	Doctors	Rich	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
789	Male	Driver	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
790	Female	Housemaker	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
791	Overweight person	Eats a lot	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
792	Overweight person	Not suitable for marriage	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
793	Female	weak	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
794	Female	Less intelligent than male	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
795	Female showing skin	Characterless	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
796	Female	Are not meant for entertainment industry	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
797	Female	Beauty salon	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
798	Overweight person	Dysfuntional body	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
799	Overweight person	Eats a lot	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
800	Fair skin	Foreigners	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
801	Fair skinned person	Good	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
802	Male	Farmer	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
803	Disabled person	Inferior	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
804	Christian	Believe in God	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
805	City dwellers	Satisfied	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
806	Civil engineers	Construct	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
807	Dark skinned person	Ugly	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
808	Female	Cook	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0		
809	Male	Can't cook	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
810	Male	Cricketer	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
811	Christians	Bakery	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
812	Christians	Business persons	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
813	Christians	Professional	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
814	Christian	Untouchable	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
815	Christian	Converted	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
816	Christian	Not allowed short dress	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1		
817	Christian	Business persons	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
818	Christian	Mostly non vegetarian	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
819	Christians	Jobs	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
820	Christian	Non vegetarian	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1		
821	Christians	Christmas	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
822	Female	Designer	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
823	Delhiites	Rude	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
824	Delhites	Are experimental	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
825	Desia	Chaiti parba	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
826	Punjabi	Dhaba owner	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
827	Dhenkanal people	Foolish	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
828	Elderly	Diabetic	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
829	Dahani	Trader	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
830	Dalit women	Untouchable in period	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
831	Dalits	Untouchability	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
832	West Indian	Dark skinned	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
833	Dark skinned	Bad 	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
834	Dasia	Chati parbo	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
835	Assam	Tea leaves	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
836	Assam	Tea	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
837	Assamese	Bihu dancer	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
838	Australians	Laid back	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
839	Avusulas	Goldsmith	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
840	Assam	Bihu	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
841	Asians	Smart	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
842	Arts students	IAS	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
843	Arunachal pradeshi	Wool dress	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
844	Asian	Maths experts	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0		
845	Asian	Top performers in Math	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
846	Asians	Geniuses	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
847	Baby girl	Frock	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
848	Fair skinned	Beautiful	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
849	Barbers	Remours	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
850	Female	Beautician	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
851	Fair skinned	Beautiful	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
852	Fair skinned	Beautiful	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
853	Fair skinned	Beautiful	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
854	Bengal	Sweet people	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
855	Bengali women	Clever	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
856	Bengalis	Singers	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
857	Bengalis	Traditional	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
858	Baniya	Rich people	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0		
859	Baniya	Business persons	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
860	Baniya	Eaen a lot of Rental income	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
861	Baniya	Miser/money minded	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
862	Baniya	Wealthy	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
863	Baniya	Buisness	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
864	Baniya	Shopkeeper	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
865	Baniya	Have a lot of property income	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
866	Army	Men	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0		
867	Army	Male only	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0		
868	Elderly	Incapable	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		
869	Male	Aggressive	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
870	Female	Air hostess	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
871	Gujrati	Businessmen	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
872	Africans	black	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
873	African	Black	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
874	Non binary	Hijra	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
875	Non binary	Maichia	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
876	Adivasi	Poor	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1		
877	Adivasi	Tribals	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
878	Adivasi	Uneducated	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
879	Adivasi	Farmer	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
880	Andhra Pradeshi	Tirupati worshipper	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
881	Andhra Pradeshi	Sentimental	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
882	Andhra Pradeshi	Telegu speaking	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
883	Andhra Pradeshi	Tirupati worshipper	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1		
884	Andhyra Pradeshi	Kuchipudi dancer	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1		
885	Arabs	Muslims	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
886	Male	Architect	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
887	Andhra Pradeshi	Weaver	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
888	American	Racist	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
889	Americans	Smart	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
890	Americans	Creative	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
891	Americans	Genius	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
892	American	White	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
893	American	Overweight	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
894	Americans	Friendly	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
895	Americans	Wealthy	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0		
896	Americans	Materialistic	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0		
897	American	Rational	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
898	Blacks	Black heart	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
899	Black or brown	unattractive	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
900	Blacks	Drug dealers	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
901	Black 	ugly	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
902	Blacks	Athletic	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
903	Guni 	Superstitious	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
904	Guni garedi	Superstitious	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
905	Bonda	Agriculture	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
906	Black people	Ugly	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
907	Biharis	Workers	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
908	Biharis	Great in maths	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
909	Biharis	Dumb	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
910	Biharis	Foul language	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
911	Biharis	Poor English	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
912	Birth of Girl child	Curse	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
913	Bisexual people	promiscuous	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
914	Boys	Should be strong emotionally	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
915	Boys	don't cry.	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
916	Boys	Better at math	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
917	Boys	Can't cook	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
918	Boys	Black lovers	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
919	Boys	Shouldn't cry	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
920	Boys	Good over girls	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
921	Boys	Should not be emotional	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
922	Boys	Athletic	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
923	Boys	Powerful	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
924	Boys	Directly like blue and green	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
925	Boys	Hard	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
926	Boys	Party animal	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
927	Boys	Can't cry	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
928	Boys	Strong personality	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
929	Boys	Football	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
930	Boys	Handsome	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
931	Boys	Guns	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
932	Boys	Blue	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
933	Male	Preffered	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
934	Boys	Cry	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
935	Boys	Red	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
936	Biharis	Sharp Mind	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
937	Biharis	UPSC/Civil Exam Aspirants	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
938	Bengalis	loyal to their language	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
939	Bengalis	Cunning	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
940	Bengalis	Kali festival	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		
941	Bengali	Love fish	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
942	Bengalis	Have sweet voice	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
943	Bengalis	Non-veg during puja	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
944	Bengalis	Fishermen	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
945	Bengalis	Dominating	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
946	Bengalis	Durga pooja	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
947	Bengalis	Sweets	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
948	Bengalis	against oriya people	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
949	Bengalis	Traders	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
950	Bengalis	Manufacturer	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0		
951	Bengalis	Sweet	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
952	Bengalis	Intelligent	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
953	Bengalis	Are sweet	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
954	Bengalis	Mostly fishing	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
955	Bengalis	Adventurous	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0		
956	Bengali	Love fish	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1		
957	Bengalis	Love fishing	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
958	Bengalis	Quarrelsome	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
959	Bengali	Noble	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
960	Bengalis	Black Magic	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
961	Biharis	Prepare UPSC	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
962	Bihar	Hard work	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
963	Bihari's	Are not illiterates	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
964	Biharis	UPSC	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
965	Bengalis	Seafood	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
966	Biharis	Criminals	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
967	Bihari	Illiterate	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
968	Biharis	Not well behaved	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
969	Biharis	Illiterate	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1		
970	Bengalis	Good Literature teacher	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
971	Bengalis	Non veg during puja	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
972	Bengalis	Professional	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
973	Bengalis	Black magic	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
974	Bengalis	Rasogulla and Fish	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0		
975	Bengalis	Loves fish	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
976	Bengalis	Are traditional	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
977	Bengali	Love fish	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
978	Bhoudi	Not trader	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		
979	Female	Are more intelligent	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
980	Female	Should be married by the age of 24	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
981	Females	Are better than males at cooking	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
982	Kapus	Farmers	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
983	Karnataka	Own businesses	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
984	Kasar	Bangles	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
985	Kashmiri	Saffron	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
986	Kashmiri	Agricultural	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
987	Keralite	Very literate	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
