"Identity","Attribute","Total","West Suburban","West Urban","South Suburban","South Urban","East Suburban","East Urban","North Suburban","North Urban","Female","Male","General Category","Scheduled Castes","Scheduled Tribes","Other Backward Classes","Hindu","Muslim","Jain","Sikh","Buddhist","Christian","",""
"Soilders","Patriotic","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","",""
"Soldier","Males","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Chinese ","slanted eyes","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Sikhs","Aggressive","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Sikhs","Khalistanis","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Sikhs","Lassi seller","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Sikhs","Not Intellectual","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Sikhs","Dumb","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Sisters","Are caring","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","",""
"Soldiers","Brave","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Sonars","Gold Smith","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","Educated","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"South Indian","Eats only rice","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"South Indian","Against Hindi","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","",""
"South Indian","Intelligent","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"South Indian","Talented","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","Restaurants Industries","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"South","Intelligent","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"South Africa","Arrogant","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","",""
"South Delhi girls speak","British and American English accent","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"South India","Intelligent","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","",""
"South Indian","Can't speak hindi","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","",""
"South Indian","Black","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"South Indian Actors","Are very famous","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"South Indian","Hotel businesses","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","Christians","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"South Indian","Do not know Hindi","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Male","Mathematics","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Buddhists","Disciplined","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","",""
"Buddhists","Monks","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Buddists","Monks","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","",""
"Bureaucrat","Corrupt","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Punjabi","Emigrate to Canada","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brown people","Family restrictions","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Brown people","Inferior","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Supreme","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Brahmins","Not vegetarians","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Are Priests","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"British","Polite","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"British","England people","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"British","White people","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Brown skinned person","Ugly","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Car driver","Male","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Children marriage","Odisha","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Chinese people","Covid spreaders","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Cherries","Blossom","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Chef","Men","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Chattisgarh","Backwards","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","High Caste","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Chinese people","Food industry","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","",""
"Boys","Are brave","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Kanjus","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Only can do Jobs","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Boys","Should be directed to like blue and green","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Boys","Should play with trucks.","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Boys and Girls","Discrimination","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Brahmins","Beautiful","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Do math better","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Brave","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Cheaters","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Not pink","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Boys","Should not cry","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","",""
"Boys","Math","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","are always brave","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Boys should play with trucks","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","",""
"Brahmins","organized","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Brahmins","Foody and Greedy","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Worshipper","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","",""
"Brahmins","Brave","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","love to read Bhagvad Gita","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Believe in God","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Higher Caste","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Brahmins","Literates","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","highest class","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Knowledge givers","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Brahmins","Scholars","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Men worshipers","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Government officials","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Temple regarding work","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Greatest","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Brahmins","Supreme & Educated","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Brahmins","Worship","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Brahmins","Miser","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Egoist","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Devotees to god","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Brahmins","Vegeterians","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Brahmins","Less population","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Greedy","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Fraud","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Chinese","Smart","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Chinese people are","Business minded","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Educated person","Wise","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Pregnant women","emotional and can't work","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Engineers","Men","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Engineers","Males","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Engineers","Brave","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"East Indians","Backward","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Doctors","Not females","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","",""
"Male","Driver","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Male","Breadwinners","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Person speaking English","Smart","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Overweight person","Unable to dance","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Male parent","responsible","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Male parent","responsible","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","",""
"Female","Are smart","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","",""
"Female","Should be quiet and Sophisticated","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Overweight person","Lazy","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Fashion designer","Tailor","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Fair Complexion","Better Life Partner","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Male","Farmer","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Farmers","Hardworkers","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Congress","Leftist","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"City dwellers","Smart","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Female","Cook","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Female","Cook","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Male","Don't cry","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Christian","God believer","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Choudhary","Higher caste people","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Choudharys","Rich","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Chowdharys","Rich","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Christian","Dance","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Christian","Wine drinking","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Christians","Peace","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","",""
"Christians","Lower caste people","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Delhiites","Rude","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Desia","Chaitapraba","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Desia","Chaithi","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","",""
"Dhangar","Nomad","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","",""
"Dheanknal people","Loves bada","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Dhoba","Wash clothes","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Female","Private","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Delhiites","Political","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Dahani","Superstitious","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","",""
"Dalit","Chamar","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Dalits","lower cast","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Dalits","Inferior","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Dalits","Cleaning workers","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Dalits","Poor","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Dalits","Untouchable and low caste","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Boys","Never cry","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Naughty","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Marwadi","Landlord","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Assamese","Tea traders","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Assamese","Small eyes","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Pandit","Astrologer","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Pandit","Astrologer","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Male","Backbone of society","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Asians","Are better in math","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Army","Female","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","",""
"Army","Only for man","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Arts student","Poor at studies","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Asian","Good man","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Asian","Good in math","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Asians","Better Math Ability","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Asians","Weak","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","",""
"Female","Bad driver","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Male","Army ","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Banjaras","Traveler","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"American","Basketball","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Beggars","Untouchables","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengali women practices","Black magic and witchcraft","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengalis","Love rice","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Baniya","Retailer","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","",""
"Baniya","Money Savers (Kanjoos)","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Bangaloreans","Imaginators","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Bangladeshi","Immigrant","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Baniya","Goldsmith","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Baniya","Good in accounting","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Baniya","Lala","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Baniya","Kanjoos","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Baniya","Kanjoos(shrewd)","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Baniya","Shops","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Bengali","Superstitious","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Female","Air hostess","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Africans","Good hearted","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadi","Trader","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Odia","Lazy","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Good","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslim","Terrorist","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Indian","Hindu","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North East Indian","Eat snakes, dogs, and all meat","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Alcoholic","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Africans","Poor","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"African","Tribal","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Female","Accessories","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Adivasis","Labourers","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Adivasis","Half-witted","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Brahmin","Vegetarian","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Sikh","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Andhra Pradeshi","Fishermen","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Anti -bjp","Anti nationalist","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Arabs","Terrorists","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Americans","Skilled","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Americans","Dumb","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"American","World ruler","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"American","Rich","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Americans","Rich","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Bengalis","Courageous","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Bengalis","Writer","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Male","Truck","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Black women","Angry","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Blacks","Africans","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Blacks","Great atheletes","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Blacks","Criminals","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Blacks","Robbers","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Male","Executive","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Blue colour","Boys","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Bohra community","Import export","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Bollywood","Drug addicts","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Black people","Good at relationship","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Black Americans","unintelligent","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Biharis","Top scorers in competitive exams","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Biharis","Unmannered","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Biharis","Illiterates","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Biharis","Government servants","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Biharis","Business persons","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Biharis","Uneducated, backwards","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","",""
"Biharis","Migrants Labourers","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Bihari","Dark skinned","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Eastern Uttar Pradeshi","dark Skinned","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","1","",""
"South Indian","Dark skinned","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Books","Read","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Boy","Brown","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Biharis","No manner","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Boys","Are Not born to income always","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Boys","Emotionally Immature","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Boys","Superior in nature","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Always confident and firm","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Boys","Superior in nuture","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Boy","Not to cry","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Boys","Play cricket","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","",""
"Boys","Dont cry","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Boy child","Best","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Better in math","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Male","Slow readers","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Male","Sportsperson","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengalis","Non-vegetarian","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengalis","Loudmouth","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengalis","Shops","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Bengalis","Generous","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","",""
"Bengalis","Political","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Bengalis","Good in performing arts","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengalis","Fish lover","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
